code,name,weight,shares
2330,台積電,7.52,1761000
3037,欣興,5.33,2902000
2383,台光電,5.08,536000
6669,緯穎,4.87,465000
2345,智邦,4.73,1012000
6223,旺矽,3.87,339000
8996,高力,3.74,1689000
3661,世芯-KY,3.64,393000
3443,創意,3.5,360000
3105,穩懋,3.45,3433000
2059,川湖,3.45,358000
8046,南電,2.93,1658000
3665,貿聯-KY,2.81,667000
6510,精測,2.72,422000
2455,全新,2.52,3127000
6515,穎崴,2.49,151000
3017,奇鋐,2.41,501000
8299,群聯,2.25,489000
3533,嘉澤,2.03,420000
3163,波若威,2.0,923000
2454,聯發科,1.99,272000
7769,鴻勁,1.96,134000
3081,聯亞,1.95,380000
2327,國巨*,1.91,1600000
6584,南俊國際,1.85,1437000
6274,台燿,1.75,636000
2368,金像電,1.69,669000
2308,台達電,1.42,357000
3653,健策,1.37,197000
7751,竑騰,1.33,387000
5274,信驊,1.01,30000
2360,致茂,0.89,207000
4991,環宇-KY,0.88,574000
6442,光聖,0.85,238000
3036,文曄,0.64,1177000
3189,景碩,0.56,486013
5289,宜鼎,0.51,157000
6531,愛普*,0.5,273000
2337,旺宏,0.41,1465000
2467,志聖,0.4,347000
6139,亞翔,0.38,259000
6805,富世達,0.38,112000
7734,印能科技,0.38,59000
3491,昇達科,0.35,97000
3711,日月光投控,0.34,320000
3260,威剛,0.31,393000
3583,辛耘,0.05,33000
8021,尖點,0.01,18000
