code,name,prev_shares,curr_shares,delta,status
2337,旺宏,771000,1271000,500000,UP
6271,同欣電,2089000,2589000,500000,UP
2368,金像電,308000,669000,361000,UP
8996,高力,1489000,1689000,200000,UP
3081,聯亞,229000,380000,151000,UP
2383,台光電,438000,538000,100000,UP
3017,奇鋐,501000,601000,100000,UP
3037,欣興,2210000,2310000,100000,UP
3260,威剛,293000,393000,100000,UP
3665,貿聯-KY,567000,667000,100000,UP
5289,宜鼎,102000,142000,40000,UP
2408,南亞科,3265000,3280000,15000,UP
2330,台積電,1305000,1311000,6000,UP
3036,文曄,1171000,1177000,6000,UP
3163,波若威,919000,924000,5000,UP
3653,健策,192000,197000,5000,UP
8046,南電,1103000,1108000,5000,UP
2344,華邦電,889000,893000,4000,UP
4991,環宇-KY,688000,692000,4000,UP
6442,光聖,781000,785000,4000,UP
6584,南俊國際,1333000,1337000,4000,UP
2345,智邦,713000,716000,3000,UP
4749,新應材,698000,701000,3000,UP
6274,台燿,633000,636000,3000,UP
6531,愛普*,700000,703000,3000,UP
8021,尖點,688920,691920,3000,UP
8299,群聯,708000,711000,3000,UP
2360,致茂,485000,487000,2000,UP
3189,景碩,484013,486013,2000,UP
3533,嘉澤,466000,468000,2000,UP
7751,竑騰,386000,388000,2000,UP
2059,川湖,257000,258000,1000,UP
2308,台達電,356000,357000,1000,UP
3131,弘塑,153000,154000,1000,UP
3324,雙鴻,150000,151000,1000,UP
3443,創意,259000,260000,1000,UP
3529,力旺,154000,155000,1000,UP
3711,日月光投控,319000,320000,1000,UP
6223,旺矽,288000,289000,1000,UP
6510,精測,421000,422000,1000,UP
6515,穎崴,150000,151000,1000,UP
6669,緯穎,464000,465000,1000,UP
6805,富世達,297000,298000,1000,UP
7769,鴻勁,193000,194000,1000,UP
2454,聯發科,80000,80000,0,SAME
2486,一詮,567000,567000,0,SAME
3105,穩懋,3433000,3433000,0,SAME
3491,昇達科,97000,97000,0,SAME
3661,世芯-KY,173000,173000,0,SAME
5274,信驊,45000,45000,0,SAME
8358,金居,1548000,1548000,0,SAME
