code,name,weight,shares
2330,台積電,8.79,556000
2308,台達電,4.97,494000
8299,群聯,4.84,272000
2345,智邦,4.53,433000
2059,川湖,3.78,127000
3017,奇鋐,3.62,315000
3665,貿聯-KY,3.53,299000
6223,旺矽,3.47,167000
6515,穎崴,2.98,96000
2383,台光電,2.84,200000
7769,鴻勁,2.74,87000
2360,致茂,2.62,307000
5347,世界,2.57,2060000
1519,華城,2.5,289000
2408,南亞科,2.35,950000
3260,威剛,2.31,804000
8996,高力,2.31,362000
2451,創見,2.15,934000
3131,弘塑,2.12,135000
6669,緯穎,2.04,61000
3163,波若威,1.92,612000
6781,AES-KY,1.91,179000
3661,世芯-KY,1.91,62000
5274,信驊,1.81,23000
4749,新應材,1.76,228000
8358,金居,1.74,696000
5536,聖暉*,1.58,234000
2327,國巨*,1.55,583000
2368,金像電,1.48,264000
6442,光聖,1.38,124000
8210,勤誠,1.31,162000
2344,華邦電,1.13,1079000
6531,愛普*,1.08,233000
3529,力旺,1.07,71000
2449,京元電子,1.05,432000
5289,宜鼎,1.04,154000
8021,尖點,0.97,492000
3037,欣興,0.82,302000
2317,鴻海,0.65,314000
6274,台燿,0.63,150000
6805,富世達,0.6,52000
3443,創意,0.56,23000
8046,南電,0.42,147000
3189,景碩,0.4,209000
3324,雙鴻,0.33,40000
5439,高技,0.31,120000
3653,健策,0.31,14000
6584,南俊國際,0.29,104000
