code,name,weight,shares
2330,台積電,7.72,556000
8299,群聯,5.02,327000
2308,台達電,4.72,504000
2345,智邦,4.46,488000
3665,貿聯-KY,4.21,387000
3017,奇鋐,4.17,331000
6223,旺矽,3.84,175000
6515,穎崴,3.48,101000
2059,川湖,3.21,134000
2383,台光電,3.2,224000
7769,鴻勁,2.73,92000
8996,高力,2.6,412000
3037,欣興,2.55,858000
2360,致茂,2.51,313000
5347,世界,2.2,2101000
3163,波若威,2.16,612000
2449,京元電子,2.11,932000
2408,南亞科,2.07,968000
3260,威剛,1.97,819000
5274,信驊,1.96,26000
6415,矽力*-KY,1.92,840000
6442,光聖,1.75,124000
6781,AES-KY,1.71,191000
3661,世芯-KY,1.64,64000
4749,新應材,1.56,240000
1519,華城,1.49,204000
6669,緯穎,1.44,50000
8358,金居,1.36,713000
2327,國巨*,1.22,595000
8210,勤誠,1.22,165000
2454,聯發科,1.18,85000
2486,一詮,1.14,1150000
5289,宜鼎,0.95,157000
6274,台燿,0.93,238000
3529,力旺,0.93,71000
2344,華邦電,0.88,1079000
3231,緯創,0.82,827000
2451,創見,0.82,463000
6531,愛普*,0.81,245000
8021,尖點,0.8,509920
3324,雙鴻,0.71,91000
6805,富世達,0.65,55000
2317,鴻海,0.54,325000
8046,南電,0.49,160000
3443,創意,0.48,23000
3189,景碩,0.4,213000
2368,金像電,0.35,60000
3653,健策,0.34,14000
6584,南俊國際,0.32,136000
5439,高技,0.29,126000
