code,name,weight,shares
2330,台積電,8.36,1722000
2383,台光電,6.18,623000
3037,欣興,5.63,2828000
2345,智邦,4.88,987000
6669,緯穎,4.36,390000
2454,聯發科,3.75,406000
6223,旺矽,3.71,330000
3017,奇鋐,3.52,639000
8996,高力,3.49,1630000
2059,川湖,3.26,315000
3443,創意,3.25,351000
3665,貿聯-KY,2.92,652000
8299,群聯,2.76,479000
2327,國巨*,2.7,1566000
3661,世芯-KY,2.65,284000
6515,穎崴,2.42,147000
2455,全新,2.24,2753000
3105,穩懋,2.06,1949000
6274,台燿,2.01,621000
3711,日月光投控,1.96,1632000
6584,南俊國際,1.95,1454000
3081,聯亞,1.94,370000
8046,南電,1.79,1018000
6510,精測,1.72,262000
2368,金像電,1.7,652000
2308,台達電,1.68,348000
3653,健策,1.57,193000
7769,鴻勁,1.42,97000
7751,竑騰,1.28,375000
5274,信驊,1.07,29000
2360,致茂,1.0,202000
3583,辛耘,0.98,566000
4991,環宇-KY,0.8,559000
3189,景碩,0.72,475013
5289,宜鼎,0.59,154000
6531,愛普*,0.58,265000
2337,旺宏,0.51,1434000
6805,富世達,0.49,110000
8021,尖點,0.46,506000
6139,亞翔,0.39,253000
7734,印能科技,0.38,57000
3260,威剛,0.37,385000
6442,光聖,0.28,74000
3533,嘉澤,0.2,38000
3491,昇達科,0.19,45000
