code,name,prev_shares,curr_shares,delta,status
3105,穩懋,923000,1716000,793000,UP
2330,台積電,677000,806000,129000,UP
6669,緯穎,66000,146000,80000,UP
2059,川湖,191000,191000,0,SAME
2308,台達電,280000,280000,0,SAME
2317,鴻海,349000,349000,0,SAME
2344,華邦電,663000,663000,0,SAME
2345,智邦,531000,531000,0,SAME
2360,致茂,370000,370000,0,SAME
2368,金像電,227000,227000,0,SAME
2383,台光電,323000,323000,0,SAME
2408,南亞科,2432000,2432000,0,SAME
2449,京元電子,166000,166000,0,SAME
2486,一詮,1230000,1230000,0,SAME
3017,奇鋐,370000,370000,0,SAME
3037,欣興,1277000,1277000,0,SAME
3163,波若威,676000,676000,0,SAME
3189,景碩,457013,457013,0,SAME
3324,雙鴻,64000,64000,0,SAME
3443,創意,66000,66000,0,SAME
3529,力旺,67000,67000,0,SAME
3533,嘉澤,343000,343000,0,SAME
3653,健策,100000,100000,0,SAME
3661,世芯-KY,59000,59000,0,SAME
3665,貿聯-KY,100000,100000,0,SAME
4749,新應材,526000,526000,0,SAME
4991,環宇-KY,511000,511000,0,SAME
5274,信驊,29000,29000,0,SAME
5289,宜鼎,90000,90000,0,SAME
5347,世界,2277000,2277000,0,SAME
5439,高技,205000,205000,0,SAME
6223,旺矽,196000,196000,0,SAME
6274,台燿,230000,230000,0,SAME
6442,光聖,310000,310000,0,SAME
6510,精測,142000,142000,0,SAME
6515,穎崴,111000,111000,0,SAME
6531,愛普*,367000,367000,0,SAME
6584,南俊國際,566000,566000,0,SAME
6781,AES-KY,198000,198000,0,SAME
6805,富世達,219000,219000,0,SAME
7751,竑騰,285000,285000,0,SAME
7769,鴻勁,142000,142000,0,SAME
8021,尖點,569920,569920,0,SAME
8046,南電,858000,858000,0,SAME
8210,勤誠,173000,173000,0,SAME
8299,群聯,434000,434000,0,SAME
8358,金居,1728000,1728000,0,SAME
8996,高力,715000,715000,0,SAME
