code,name,weight,shares
2330,台積電,7.44,1761000
2383,台光電,4.92,537000
6669,緯穎,4.69,465000
3661,世芯-KY,3.99,393000
3443,創意,3.9,360000
3037,欣興,3.74,2302000
3665,貿聯-KY,3.66,667000
8299,群聯,3.59,711000
2345,智邦,3.5,716000
3105,穩懋,3.41,3433000
8996,高力,3.37,1689000
6510,精測,3.02,422000
6515,穎崴,2.88,151000
6223,旺矽,2.72,289000
2059,川湖,2.69,258000
3533,嘉澤,2.52,468000
3017,奇鋐,2.42,501000
7769,鴻勁,2.34,194000
2360,致茂,2.17,487000
3081,聯亞,2.0,380000
6442,光聖,1.97,535000
8046,南電,1.9,1108000
2408,南亞科,1.87,3280000
3163,波若威,1.81,923000
2368,金像電,1.77,669000
6274,台燿,1.75,636000
6584,南俊國際,1.74,1337000
5274,信驊,1.52,45000
2308,台達電,1.51,357000
3653,健策,1.49,197000
2454,聯發科,1.32,180000
2455,全新,1.31,1927000
6531,愛普*,1.28,703000
7751,竑騰,1.28,388000
4991,環宇-KY,0.9,692000
3036,文曄,0.59,1177000
5289,宜鼎,0.47,142000
3189,景碩,0.46,486013
2337,旺宏,0.38,1271000
3260,威剛,0.34,393000
3491,昇達科,0.33,97000
3711,日月光投控,0.32,320000
3324,雙鴻,0.31,151000
2344,華邦電,0.2,893000
3583,辛耘,0.05,33000
