code,name,prev_shares,curr_shares,delta,status
2059,川湖,258000,258000,0,SAME
2308,台達電,357000,357000,0,SAME
2330,台積電,1761000,1761000,0,SAME
2337,旺宏,1271000,1271000,0,SAME
2344,華邦電,893000,893000,0,SAME
2345,智邦,716000,716000,0,SAME
2360,致茂,487000,487000,0,SAME
2368,金像電,669000,669000,0,SAME
2383,台光電,537000,537000,0,SAME
2408,南亞科,3280000,3280000,0,SAME
2454,聯發科,180000,180000,0,SAME
2455,全新,1927000,1927000,0,SAME
3017,奇鋐,501000,501000,0,SAME
3036,文曄,1177000,1177000,0,SAME
3037,欣興,2302000,2302000,0,SAME
3081,聯亞,380000,380000,0,SAME
3105,穩懋,3433000,3433000,0,SAME
3131,弘塑,154000,154000,0,SAME
3163,波若威,923000,923000,0,SAME
3189,景碩,486013,486013,0,SAME
3260,威剛,393000,393000,0,SAME
3324,雙鴻,151000,151000,0,SAME
3443,創意,360000,360000,0,SAME
3491,昇達科,97000,97000,0,SAME
3533,嘉澤,468000,468000,0,SAME
3583,辛耘,33000,33000,0,SAME
3653,健策,197000,197000,0,SAME
3661,世芯-KY,393000,393000,0,SAME
3665,貿聯-KY,667000,667000,0,SAME
3711,日月光投控,320000,320000,0,SAME
4991,環宇-KY,692000,692000,0,SAME
5274,信驊,45000,45000,0,SAME
5289,宜鼎,142000,142000,0,SAME
6223,旺矽,289000,289000,0,SAME
6274,台燿,636000,636000,0,SAME
6442,光聖,785000,785000,0,SAME
6510,精測,422000,422000,0,SAME
6515,穎崴,151000,151000,0,SAME
6531,愛普*,703000,703000,0,SAME
6584,南俊國際,1337000,1337000,0,SAME
6669,緯穎,465000,465000,0,SAME
7751,竑騰,388000,388000,0,SAME
7769,鴻勁,194000,194000,0,SAME
8046,南電,1108000,1108000,0,SAME
8299,群聯,711000,711000,0,SAME
8996,高力,1689000,1689000,0,SAME
