code,name,weight,shares
2330,台積電,6.04,1311000
2383,台光電,5.17,537000
6669,緯穎,4.63,465000
3037,欣興,3.94,2310000
8996,高力,3.68,1689000
3665,貿聯-KY,3.57,667000
3017,奇鋐,3.47,601000
3105,穩懋,3.44,3433000
2345,智邦,3.17,716000
6510,精測,3.06,422000
6515,穎崴,2.94,151000
6223,旺矽,2.87,289000
6442,光聖,2.83,785000
8299,群聯,2.65,711000
3533,嘉澤,2.58,468000
7751,竑騰,2.09,388000
3443,創意,2.09,260000
2059,川湖,2.08,258000
8046,南電,2.06,1108000
3653,健策,1.99,197000
3081,聯亞,1.96,380000
7769,鴻勁,1.96,194000
3163,波若威,1.95,924000
2368,金像電,1.93,669000
2360,致茂,1.91,487000
6584,南俊國際,1.88,1337000
2408,南亞科,1.51,3280000
2308,台達電,1.47,357000
3661,世芯-KY,1.46,173000
5274,信驊,1.46,45000
4749,新應材,1.38,701000
6274,台燿,1.28,636000
6805,富世達,1.25,298000
6531,愛普*,1.08,703000
8358,金居,1.03,1508000
6271,同欣電,0.92,2589000
3131,弘塑,0.9,154000
2454,聯發科,0.89,180000
4991,環宇-KY,0.8,692000
8021,尖點,0.55,661920
3189,景碩,0.51,486013
3036,文曄,0.48,1177000
2337,旺宏,0.37,1271000
3324,雙鴻,0.36,151000
3260,威剛,0.35,393000
5289,宜鼎,0.34,142000
3711,日月光投控,0.32,320000
3491,昇達科,0.32,97000
2486,一詮,0.26,567000
2344,華邦電,0.17,893000
3529,力旺,0.03,4000
