code,name,weight,shares
2330,台積電,6.74,806000
2383,台光電,4.45,323000
2345,智邦,3.84,531000
6515,穎崴,3.79,111000
6223,旺矽,3.75,196000
3017,奇鋐,3.54,370000
3163,波若威,3.53,676000
3037,欣興,3.41,1277000
3533,嘉澤,3.39,343000
3105,穩懋,3.2,1716000
8996,高力,3.09,715000
8299,群聯,3.0,434000
2360,致茂,2.91,370000
6442,光聖,2.8,310000
2059,川湖,2.67,191000
7769,鴻勁,2.58,142000
8046,南電,2.45,858000
7751,竑騰,2.41,285000
6669,緯穎,2.23,146000
2408,南亞科,2.13,2432000
6510,精測,2.07,142000
8358,金居,2.01,1728000
4749,新應材,1.97,526000
3653,健策,1.81,100000
6805,富世達,1.72,219000
3081,聯亞,1.67,185000
5274,信驊,1.56,29000
6584,南俊國際,1.43,566000
5347,世界,1.28,2277000
3131,弘塑,1.22,87000
4991,環宇-KY,1.14,511000
2368,金像電,1.06,227000
2308,台達電,0.95,135000
2486,一詮,0.92,1230000
3036,文曄,0.91,947000
3665,貿聯-KY,0.91,100000
6781,AES-KY,0.83,198000
3529,力旺,0.82,67000
6274,台燿,0.78,230000
3189,景碩,0.76,457013
6531,愛普*,0.75,367000
3443,創意,0.75,66000
3661,世芯-KY,0.73,59000
8021,尖點,0.7,569920
3491,昇達科,0.53,71000
5289,宜鼎,0.43,90000
2337,旺宏,0.41,671000
3711,日月光投控,0.4,236000
3324,雙鴻,0.39,93000
3260,威剛,0.36,231000
2344,華邦電,0.26,663000
2449,京元電子,0.2,166000
