code,name,weight,shares
2330,台積電,6.51,556000
2383,台光電,5.01,302000
2345,智邦,4.85,493000
8299,群聯,4.8,395000
6515,穎崴,4.48,101000
3037,欣興,4.3,1206000
6223,旺矽,4.06,177000
2408,南亞科,4.04,2380000
3017,奇鋐,3.81,335000
8996,高力,3.55,606000
7769,鴻勁,3.45,128000
3163,波若威,3.34,612000
2360,致茂,3.04,316000
2059,川湖,2.83,135000
8046,南電,2.82,810000
3533,嘉澤,2.72,231000
2308,台達電,2.46,273000
7751,竑騰,2.46,256000
5274,信驊,1.97,26000
5347,世界,1.88,2529000
6442,光聖,1.41,124000
4749,新應材,1.38,243000
3665,貿聯-KY,1.33,128000
5289,宜鼎,1.24,157000
6781,AES-KY,1.22,193000
8358,金居,1.21,721000
6669,緯穎,1.2,51000
1519,華城,1.18,206000
2486,一詮,1.16,1153000
2449,京元電子,1.06,532000
3105,穩懋,1.0,504000
8210,勤誠,0.91,167000
6531,愛普*,0.86,245000
8021,尖點,0.83,515920
3661,世芯-KY,0.75,37000
6805,富世達,0.63,56000
6584,南俊國際,0.6,236000
3189,景碩,0.57,252013
2317,鴻海,0.42,329000
6274,台燿,0.36,110000
3529,力旺,0.35,21000
2368,金像電,0.34,61000
3653,健策,0.34,14000
3324,雙鴻,0.32,50000
5439,高技,0.31,186000
2344,華邦電,0.3,383000
