code,name,weight,shares
2330,台積電,7.79,556000
8299,群聯,5.57,327000
2308,台達電,4.7,504000
2345,智邦,4.42,488000
3665,貿聯-KY,4.07,387000
3017,奇鋐,3.92,331000
6223,旺矽,3.65,175000
2059,川湖,3.26,134000
6515,穎崴,3.26,101000
2383,台光電,3.18,224000
7769,鴻勁,2.74,92000
8996,高力,2.53,412000
3037,欣興,2.49,858000
2360,致茂,2.41,313000
5347,世界,2.28,2101000
2408,南亞科,2.26,968000
3260,威剛,2.15,819000
2449,京元電子,2.11,932000
3163,波若威,2.09,612000
6415,矽力*-KY,1.93,840000
5274,信驊,1.87,26000
3131,弘塑,1.8,141000
6781,AES-KY,1.68,191000
6442,光聖,1.68,124000
4749,新應材,1.62,240000
3661,世芯-KY,1.6,64000
1519,華城,1.53,204000
6669,緯穎,1.43,50000
8358,金居,1.38,713000
2327,國巨*,1.22,595000
8210,勤誠,1.18,165000
2454,聯發科,1.15,85000
2486,一詮,1.14,1150000
2344,華邦電,0.99,1079000
3529,力旺,0.96,71000
6274,台燿,0.94,238000
5289,宜鼎,0.93,157000
2451,創見,0.88,463000
3231,緯創,0.84,827000
6531,愛普*,0.82,245000
8021,尖點,0.77,509920
3324,雙鴻,0.68,91000
6805,富世達,0.61,55000
2317,鴻海,0.55,325000
3443,創意,0.49,23000
8046,南電,0.47,160000
3189,景碩,0.41,213000
2368,金像電,0.34,60000
3653,健策,0.33,14000
6584,南俊國際,0.31,136000
5439,高技,0.28,126000
5536,聖暉*,0.04,7000
