code,name,weight,shares
2330,台積電,7.68,556000
8299,群聯,6.06,327000
2308,台達電,4.79,504000
2345,智邦,4.23,488000
3665,貿聯-KY,3.92,387000
3017,奇鋐,3.76,331000
6223,旺矽,3.43,175000
2059,川湖,3.27,134000
6515,穎崴,3.07,101000
2383,台光電,3.04,224000
7769,鴻勁,2.68,92000
3037,欣興,2.53,858000
2408,南亞科,2.46,968000
8996,高力,2.4,412000
2360,致茂,2.39,313000
5347,世界,2.35,2101000
3260,威剛,2.32,819000
3163,波若威,2.17,612000
2449,京元電子,2.15,932000
6415,矽力*-KY,1.83,840000
3131,弘塑,1.83,141000
5274,信驊,1.8,26000
6442,光聖,1.72,124000
6781,AES-KY,1.68,191000
4749,新應材,1.61,240000
3661,世芯-KY,1.56,64000
1519,華城,1.54,204000
8358,金居,1.45,713000
6669,緯穎,1.39,50000
2327,國巨*,1.28,595000
8210,勤誠,1.16,165000
2454,聯發科,1.16,85000
2486,一詮,1.15,1150000
2344,華邦電,1.08,1079000
3529,力旺,1.01,71000
5289,宜鼎,0.97,157000
2451,創見,0.96,463000
6274,台燿,0.93,238000
3231,緯創,0.84,827000
6531,愛普*,0.82,245000
8021,尖點,0.81,509920
3324,雙鴻,0.64,91000
6805,富世達,0.61,55000
2317,鴻海,0.56,325000
8046,南電,0.48,160000
3443,創意,0.47,23000
3189,景碩,0.42,213000
2368,金像電,0.33,60000
6584,南俊國際,0.31,136000
3653,健策,0.31,14000
5439,高技,0.29,126000
5536,聖暉*,0.03,7000
