code,name,weight,shares
2330,台積電,6.12,607000
2383,台光電,4.87,316000
2345,智邦,4.75,539000
6515,穎崴,4.74,109000
8299,群聯,4.16,396000
3017,奇鋐,4.07,362000
6223,旺矽,4.06,192000
3533,嘉澤,3.8,336000
3037,欣興,3.79,1250000
3163,波若威,3.31,662000
8996,高力,3.27,655000
2360,致茂,3.14,362000
7769,鴻勁,3.13,139000
2408,南亞科,3.05,2382000
6442,光聖,2.73,244000
2059,川湖,2.65,142000
8046,南電,2.49,840000
7751,竑騰,2.47,279000
2308,台達電,2.22,275000
3653,健策,1.86,88000
5274,信驊,1.8,28000
3105,穩懋,1.7,904000
5347,世界,1.42,2230000
6669,緯穎,1.36,65000
6805,富世達,1.3,119000
4749,新應材,1.21,252000
2368,金像電,1.2,222000
6781,AES-KY,1.17,194000
5289,宜鼎,1.12,170000
6531,愛普*,1.09,359000
3661,世芯-KY,1.07,58000
1519,華城,1.04,207000
2486,一詮,1.02,1204000
8358,金居,1.01,748000
3189,景碩,0.99,476013
3529,力旺,0.98,66000
3443,創意,0.94,65000
2449,京元電子,0.93,552000
8210,勤誠,0.84,169000
8021,尖點,0.81,557920
6584,南俊國際,0.77,279000
6274,台燿,0.68,225000
2317,鴻海,0.38,342000
5439,高技,0.34,201000
3324,雙鴻,0.32,54000
2344,華邦電,0.31,513000
