code,name,weight,shares
2330,台積電,6.76,556000
2383,台光電,5.3,302000
8299,群聯,4.99,395000
2345,智邦,4.66,493000
6515,穎崴,4.35,101000
3037,欣興,4.26,1206000
2408,南亞科,4.2,2380000
3017,奇鋐,4.15,335000
6223,旺矽,4.12,177000
8996,高力,3.62,606000
7769,鴻勁,3.52,128000
3163,波若威,3.5,612000
2360,致茂,3.02,316000
2059,川湖,2.94,135000
8046,南電,2.86,810000
3533,嘉澤,2.73,231000
2308,台達電,2.56,273000
3665,貿聯-KY,2.47,218000
7751,竑騰,2.37,256000
5347,世界,1.95,2529000
5274,信驊,1.91,26000
4749,新應材,1.45,243000
6442,光聖,1.36,124000
6669,緯穎,1.31,51000
6781,AES-KY,1.27,193000
8358,金居,1.23,721000
1519,華城,1.23,206000
2486,一詮,1.22,1153000
5289,宜鼎,1.19,157000
2449,京元電子,1.02,532000
8210,勤誠,0.96,167000
6531,愛普*,0.92,245000
8021,尖點,0.79,515920
3661,世芯-KY,0.77,37000
6805,富世達,0.64,56000
6584,南俊國際,0.61,236000
3189,景碩,0.56,252013
2317,鴻海,0.45,329000
3529,力旺,0.38,21000
6274,台燿,0.36,110000
2368,金像電,0.36,61000
3324,雙鴻,0.34,50000
3653,健策,0.34,14000
5439,高技,0.33,186000
2344,華邦電,0.31,383000
