code,name,weight,shares
2330,台積電,5.71,1305000
3105,穩懋,4.4,3433000
6669,緯穎,4.31,464000
8996,高力,3.8,1489000
2383,台光電,3.8,438000
6510,精測,3.78,421000
6442,光聖,3.74,781000
6515,穎崴,3.44,150000
3037,欣興,3.38,2210000
2345,智邦,3.35,713000
3665,貿聯-KY,3.09,567000
6223,旺矽,2.97,288000
3017,奇鋐,2.88,501000
8299,群聯,2.68,708000
3533,嘉澤,2.64,466000
3163,波若威,2.32,919000
6584,南俊國際,2.29,1333000
3653,健策,2.22,192000
2059,川湖,2.16,257000
2360,致茂,2.1,485000
3443,創意,2.03,259000
7769,鴻勁,1.96,193000
8046,南電,1.89,1103000
7751,竑騰,1.71,386000
5274,信驊,1.55,45000
4749,新應材,1.54,698000
2408,南亞科,1.53,3265000
2308,台達電,1.53,356000
3661,世芯-KY,1.5,173000
3081,聯亞,1.47,229000
3529,力旺,1.33,154000
6274,台燿,1.32,633000
8358,金居,1.3,1548000
6805,富世達,1.26,297000
6531,愛普*,1.18,700000
3131,弘塑,1.11,153000
4991,環宇-KY,1.02,688000
6271,同欣電,0.83,2089000
2368,金像電,0.82,308000
8021,尖點,0.66,688920
3036,文曄,0.53,1171000
3189,景碩,0.51,484013
2454,聯發科,0.39,80000
3324,雙鴻,0.37,150000
3491,昇達科,0.36,97000
3711,日月光投控,0.32,319000
2486,一詮,0.27,567000
3260,威剛,0.26,293000
5289,宜鼎,0.25,102000
2337,旺宏,0.22,771000
2344,華邦電,0.17,889000
