code,name,prev_shares,curr_shares,delta,status
2327,國巨*,0,1600000,1600000,NEW
6139,亞翔,0,259000,259000,NEW
6805,富世達,0,112000,112000,NEW
7734,印能科技,0,59000,59000,NEW
2455,全新,427000,2827000,2400000,UP
3711,日月光投控,320000,1640000,1320000,UP
3037,欣興,2310000,2902000,592000,UP
3583,辛耘,33000,567000,534000,UP
2345,智邦,716000,1012000,296000,UP
2454,聯發科,180000,412000,232000,UP
2337,旺宏,1271000,1465000,194000,UP
8021,尖點,334000,518000,184000,UP
6584,南俊國際,1337000,1485000,148000,UP
3661,世芯-KY,173000,293000,120000,UP
3443,創意,260000,360000,100000,UP
2383,台光電,537000,636000,99000,UP
2059,川湖,258000,323000,65000,UP
3017,奇鋐,601000,651000,50000,UP
6223,旺矽,289000,339000,50000,UP
5289,宜鼎,142000,157000,15000,UP
7751,竑騰,388000,384000,-4000,DOWN
5274,信驊,45000,30000,-15000,DOWN
8996,高力,1689000,1674000,-15000,DOWN
3491,昇達科,97000,47000,-50000,DOWN
8046,南電,1108000,1058000,-50000,DOWN
6669,緯穎,465000,400000,-65000,DOWN
7769,鴻勁,194000,100000,-94000,DOWN
4991,環宇-KY,692000,574000,-118000,DOWN
6510,精測,422000,272000,-150000,DOWN
8299,群聯,711000,489000,-222000,DOWN
2360,致茂,487000,207000,-280000,DOWN
3533,嘉澤,468000,48000,-420000,DOWN
6531,愛普*,703000,271000,-432000,DOWN
6442,光聖,785000,80000,-705000,DOWN
3105,穩懋,3433000,2033000,-1400000,DOWN
3529,力旺,4000,0,-4000,OUT
3324,雙鴻,151000,0,-151000,OUT
3131,弘塑,154000,0,-154000,OUT
2486,一詮,567000,0,-567000,OUT
4749,新應材,701000,0,-701000,OUT
2344,華邦電,893000,0,-893000,OUT
3163,波若威,923000,0,-923000,OUT
3036,文曄,1177000,0,-1177000,OUT
6271,同欣電,2589000,0,-2589000,OUT
2408,南亞科,3280000,0,-3280000,OUT
2308,台達電,357000,357000,0,SAME
2330,台積電,1761000,1761000,0,SAME
2368,金像電,669000,669000,0,SAME
3081,聯亞,380000,380000,0,SAME
3189,景碩,486013,486013,0,SAME
3260,威剛,393000,393000,0,SAME
3653,健策,197000,197000,0,SAME
3665,貿聯-KY,667000,667000,0,SAME
6274,台燿,636000,636000,0,SAME
6515,穎崴,151000,151000,0,SAME
