code,name,weight,shares
2330,台積電,5.91,607000
6515,穎崴,4.86,109000
2383,台光電,4.74,316000
2345,智邦,4.62,520000
3017,奇鋐,4.01,362000
3533,嘉澤,3.81,336000
6223,旺矽,3.8,192000
8299,群聯,3.6,396000
6442,光聖,3.41,304000
3037,欣興,3.34,1250000
3163,波若威,3.14,662000
2360,致茂,3.1,362000
2408,南亞科,2.85,2382000
8996,高力,2.83,655000
7769,鴻勁,2.83,139000
2059,川湖,2.71,142000
8046,南電,2.39,840000
4749,新應材,2.38,504000
7751,竑騰,2.31,279000
2308,台達電,2.24,274000
3653,健策,2.04,98000
8358,金居,1.85,1548000
5274,信驊,1.7,28000
3105,穩懋,1.64,904000
5347,世界,1.46,2230000
6584,南俊國際,1.37,458000
6669,緯穎,1.29,65000
6805,富世達,1.2,119000
4991,環宇-KY,1.15,500000
6781,AES-KY,1.15,194000
2368,金像電,1.08,222000
1519,華城,1.01,207000
2486,一詮,0.98,1204000
6531,愛普*,0.97,359000
3529,力旺,0.97,66000
3661,世芯-KY,0.96,58000
3443,創意,0.85,65000
2449,京元電子,0.84,552000
3189,景碩,0.83,447013
8210,勤誠,0.81,169000
8021,尖點,0.73,557920
6274,台燿,0.69,225000
5289,宜鼎,0.47,88000
2317,鴻海,0.36,342000
5439,高技,0.3,201000
3324,雙鴻,0.29,54000
2344,華邦電,0.27,513000
