code,name,weight,shares
2330,台積電,7.07,926000
6442,光聖,4.36,510000
2383,台光電,4.24,332000
3037,欣興,4.03,1678000
2345,智邦,3.81,546000
6515,穎崴,3.75,114000
6223,旺矽,3.51,201000
3017,奇鋐,3.21,380000
3163,波若威,3.2,695000
3105,穩懋,3.1,1764000
8996,高力,3.09,735000
3533,嘉澤,3.05,353000
8299,群聯,2.94,446000
2360,致茂,2.74,380000
2059,川湖,2.51,196000
7769,鴻勁,2.3,146000
8046,南電,2.22,882000
7751,竑騰,2.2,293000
2408,南亞科,2.16,2499000
6669,緯穎,2.1,150000
6510,精測,2.06,157000
8358,金居,1.96,1776000
4749,新應材,1.91,541000
3665,貿聯-KY,1.71,200000
3081,聯亞,1.69,190000
3653,健策,1.6,103000
3131,弘塑,1.56,117000
6805,富世達,1.52,225000
6584,南俊國際,1.45,582000
5274,信驊,1.4,30000
4991,環宇-KY,1.17,525000
5347,世界,1.13,2340000
2486,一詮,0.94,1264000
2368,金像電,0.94,233000
2308,台達電,0.93,139000
3036,文曄,0.85,974000
3529,力旺,0.84,69000
6531,愛普*,0.8,367000
8021,尖點,0.76,569920
6274,台燿,0.73,236000
3443,創意,0.72,68000
3661,世芯-KY,0.72,61000
3189,景碩,0.66,470013
3491,昇達科,0.5,73000
5289,宜鼎,0.4,92000
2337,旺宏,0.39,690000
3711,日月光投控,0.39,243000
3324,雙鴻,0.35,96000
3260,威剛,0.33,237000
6781,AES-KY,0.26,69000
2344,華邦電,0.25,681000
