code,name,weight,shares
2330,台積電,7.73,556000
2345,智邦,4.88,488000
8299,群聯,4.82,327000
2308,台達電,4.56,504000
3017,奇鋐,4.06,331000
3665,貿聯-KY,3.72,387000
6223,旺矽,3.72,175000
8996,高力,3.65,539000
6515,穎崴,3.65,101000
2383,台光電,3.57,224000
2059,川湖,2.99,134000
2408,南亞科,2.93,1394000
7769,鴻勁,2.71,92000
3163,波若威,2.52,612000
2360,致茂,2.47,313000
3037,欣興,2.28,858000
2449,京元電子,2.08,932000
5347,世界,2.03,2101000
3533,嘉澤,2.02,164000
3260,威剛,1.95,819000
3324,雙鴻,1.91,226000
5274,信驊,1.89,26000
6442,光聖,1.76,124000
6781,AES-KY,1.68,191000
3661,世芯-KY,1.61,64000
4749,新應材,1.52,240000
1519,華城,1.48,204000
6669,緯穎,1.39,50000
8358,金居,1.37,713000
2486,一詮,1.25,1150000
2454,聯發科,1.19,85000
8210,勤誠,1.18,165000
3529,力旺,1.02,71000
6274,台燿,0.96,238000
5289,宜鼎,0.94,157000
3231,緯創,0.83,827000
8021,尖點,0.78,509920
6531,愛普*,0.76,245000
6805,富世達,0.65,55000
2317,鴻海,0.54,325000
8046,南電,0.51,160000
3443,創意,0.43,23000
3189,景碩,0.42,213000
6584,南俊國際,0.39,136000
2368,金像電,0.37,60000
3653,健策,0.34,14000
2344,華邦電,0.31,379000
5439,高技,0.3,126000
