code,name,prev_shares,curr_shares,delta,status
1519,華城,207000,207000,0,SAME
2059,川湖,136000,136000,0,SAME
2308,台達電,274000,274000,0,SAME
2317,鴻海,341000,341000,0,SAME
2330,台積電,557000,557000,0,SAME
2344,華邦電,413000,413000,0,SAME
2345,智邦,538000,538000,0,SAME
2360,致茂,328000,328000,0,SAME
2368,金像電,122000,122000,0,SAME
2383,台光電,303000,303000,0,SAME
2408,南亞科,2381000,2381000,0,SAME
2449,京元電子,552000,552000,0,SAME
2486,一詮,1154000,1154000,0,SAME
3017,奇鋐,347000,347000,0,SAME
3037,欣興,1250000,1250000,0,SAME
3105,穩懋,504000,504000,0,SAME
3163,波若威,635000,635000,0,SAME
3189,景碩,452013,452013,0,SAME
3324,雙鴻,52000,52000,0,SAME
3529,力旺,61000,61000,0,SAME
3533,嘉澤,331000,331000,0,SAME
3653,健策,44000,44000,0,SAME
3661,世芯-KY,38000,38000,0,SAME
3665,貿聯-KY,129000,129000,0,SAME
4749,新應材,252000,252000,0,SAME
5274,信驊,27000,27000,0,SAME
5289,宜鼎,163000,163000,0,SAME
5347,世界,2530000,2530000,0,SAME
5439,高技,193000,193000,0,SAME
6223,旺矽,184000,184000,0,SAME
6274,台燿,110000,110000,0,SAME
6442,光聖,164000,164000,0,SAME
6515,穎崴,105000,105000,0,SAME
6531,愛普*,345000,345000,0,SAME
6584,南俊國際,279000,279000,0,SAME
6669,緯穎,53000,53000,0,SAME
6781,AES-KY,194000,194000,0,SAME
6805,富世達,58000,58000,0,SAME
7751,竑騰,267000,267000,0,SAME
7769,鴻勁,133000,133000,0,SAME
8021,尖點,534920,534920,0,SAME
8046,南電,840000,840000,0,SAME
8210,勤誠,168000,168000,0,SAME
8299,群聯,396000,396000,0,SAME
8358,金居,748000,748000,0,SAME
8996,高力,628000,628000,0,SAME
