code,name,prev_shares,curr_shares,delta,status
8996,高力,735000,993000,258000,UP
3665,貿聯-KY,200000,405000,205000,UP
6531,愛普*,367000,567000,200000,UP
8299,群聯,446000,557000,111000,UP
2408,南亞科,2499000,2562000,63000,UP
5347,世界,2340000,2400000,60000,UP
6584,南俊國際,582000,637000,55000,UP
3105,穩懋,1764000,1808000,44000,UP
3037,欣興,1678000,1720000,42000,UP
2486,一詮,1264000,1296000,32000,UP
3036,文曄,974000,998000,24000,UP
2330,台積電,926000,949000,23000,UP
8046,南電,882000,904000,22000,UP
3529,力旺,69000,89000,20000,UP
2337,旺宏,690000,707000,17000,UP
2344,華邦電,681000,698000,17000,UP
3163,波若威,695000,712000,17000,UP
2345,智邦,546000,560000,14000,UP
4749,新應材,541000,555000,14000,UP
8021,尖點,569920,583920,14000,UP
3189,景碩,470013,483013,13000,UP
4991,環宇-KY,525000,538000,13000,UP
6442,光聖,510000,523000,13000,UP
3017,奇鋐,380000,390000,10000,UP
2360,致茂,380000,389000,9000,UP
3533,嘉澤,353000,362000,9000,UP
2383,台光電,332000,340000,8000,UP
7751,竑騰,293000,300000,7000,UP
2368,金像電,233000,239000,6000,UP
3260,威剛,237000,243000,6000,UP
3711,日月光投控,243000,249000,6000,UP
6274,台燿,236000,242000,6000,UP
6805,富世達,225000,231000,6000,UP
2059,川湖,196000,201000,5000,UP
3081,聯亞,190000,195000,5000,UP
6223,旺矽,201000,206000,5000,UP
6510,精測,157000,161000,4000,UP
6669,緯穎,150000,154000,4000,UP
7769,鴻勁,146000,150000,4000,UP
2308,台達電,139000,142000,3000,UP
3131,弘塑,117000,120000,3000,UP
3653,健策,103000,106000,3000,UP
6515,穎崴,114000,117000,3000,UP
3324,雙鴻,96000,98000,2000,UP
3491,昇達科,73000,75000,2000,UP
3661,世芯-KY,61000,63000,2000,UP
5289,宜鼎,92000,94000,2000,UP
6781,AES-KY,69000,71000,2000,UP
5274,信驊,30000,31000,1000,UP
3443,創意,68000,68000,0,SAME
8358,金居,1776000,1776000,0,SAME
