code,name,weight,shares
2330,台積電,8.06,1761000
2383,台光電,6.26,636000
3037,欣興,5.92,2902000
2345,智邦,4.93,1012000
6669,緯穎,4.29,400000
6223,旺矽,3.74,339000
2454,聯發科,3.65,412000
3017,奇鋐,3.52,651000
8996,高力,3.4,1674000
2059,川湖,3.27,323000
3443,創意,3.26,360000
3661,世芯-KY,2.76,293000
3665,貿聯-KY,2.75,667000
8299,群聯,2.63,489000
6515,穎崴,2.55,151000
2327,國巨*,2.46,1600000
2455,全新,2.28,2827000
6584,南俊國際,2.11,1485000
6274,台燿,2.11,636000
3105,穩懋,2.09,2033000
3081,聯亞,1.98,380000
3711,日月光投控,1.91,1640000
8046,南電,1.86,1058000
6510,精測,1.74,272000
2368,金像電,1.72,669000
2308,台達電,1.68,357000
3653,健策,1.47,197000
7769,鴻勁,1.46,100000
7751,竑騰,1.37,384000
5274,信驊,1.08,30000
2360,致茂,1.04,207000
3583,辛耘,0.96,567000
4991,環宇-KY,0.82,574000
3189,景碩,0.73,486013
6531,愛普*,0.59,271000
5289,宜鼎,0.58,157000
2337,旺宏,0.48,1465000
8021,尖點,0.47,518000
6805,富世達,0.46,112000
6139,亞翔,0.39,259000
7734,印能科技,0.39,59000
3260,威剛,0.33,393000
6442,光聖,0.29,80000
3533,嘉澤,0.25,48000
3491,昇達科,0.2,47000
