code,name,weight,shares
2330,台積電,8.52,569000
8299,群聯,4.98,343000
2308,台達電,4.58,506000
3017,奇鋐,4.48,366000
3665,貿聯-KY,3.91,308000
2059,川湖,3.84,130000
2345,智邦,3.82,353000
6223,旺矽,3.4,171000
2383,台光電,3.24,232000
6669,緯穎,3.17,84000
6515,穎崴,3.02,97000
7769,鴻勁,2.58,88000
2360,致茂,2.52,307000
6274,台燿,2.48,597000
3131,弘塑,2.22,139000
3163,波若威,2.09,631000
8996,高力,2.07,366000
6781,AES-KY,2.06,182000
1519,華城,2.05,292000
2451,創見,2.03,945000
3324,雙鴻,1.98,230000
3260,威剛,1.9,826000
2408,南亞科,1.84,950000
5536,聖暉*,1.63,238000
8358,金居,1.6,696000
6442,光聖,1.55,124000
2368,金像電,1.54,271000
8210,勤誠,1.31,162000
3529,力旺,1.09,74000
4749,新應材,1.08,132000
2449,京元電子,1.03,438000
6531,愛普*,1.0,233000
5347,世界,0.97,1000000
8021,尖點,0.96,500000
3661,世芯-KY,0.95,30000
2344,華邦電,0.94,1079000
5289,宜鼎,0.87,158000
3037,欣興,0.73,365000
6805,富世達,0.68,56000
2317,鴻海,0.66,323000
5274,信驊,0.61,9000
2382,廣達,0.54,213000
3443,創意,0.53,25000
5439,高技,0.34,123000
3189,景碩,0.32,215000
8046,南電,0.32,147000
3653,健策,0.32,14000
6584,南俊國際,0.29,104000
2327,國巨*,0.15,68000
