code,name,weight,shares
2330,台積電,7.83,556000
2345,智邦,5.06,488000
2308,台達電,4.87,504000
8299,群聯,4.66,327000
2408,南亞科,3.94,1841000
3017,奇鋐,3.73,331000
3665,貿聯-KY,3.7,387000
6223,旺矽,3.64,175000
2383,台光電,3.61,224000
3037,欣興,3.58,1193000
8996,高力,3.51,539000
6515,穎崴,3.51,101000
2059,川湖,3.01,134000
7769,鴻勁,3.0,92000
3163,波若威,2.93,612000
2360,致茂,2.68,313000
2449,京元電子,2.19,932000
2454,聯發科,2.01,151000
3533,嘉澤,1.97,164000
5347,世界,1.95,2101000
5274,信驊,1.88,26000
6442,光聖,1.87,124000
3324,雙鴻,1.7,226000
6781,AES-KY,1.7,191000
4749,新應材,1.56,240000
1519,華城,1.46,204000
8358,金居,1.44,713000
6669,緯穎,1.41,50000
2486,一詮,1.34,1150000
3529,力旺,1.15,71000
8210,勤誠,1.09,165000
6274,台燿,0.95,238000
3661,世芯-KY,0.91,37000
5289,宜鼎,0.88,157000
8021,尖點,0.84,509920
6531,愛普*,0.73,245000
6805,富世達,0.6,55000
2317,鴻海,0.55,325000
8046,南電,0.54,160000
3189,景碩,0.46,213000
6584,南俊國際,0.44,136000
3443,創意,0.4,23000
2368,金像電,0.36,60000
2344,華邦電,0.32,379000
3653,健策,0.32,14000
5439,高技,0.28,126000
