code,name,weight,shares
2330,台積電,6.87,949000
2383,台光電,4.51,340000
2345,智邦,3.84,560000
8996,高力,3.8,993000
6442,光聖,3.8,523000
3037,欣興,3.7,1720000
6515,穎崴,3.69,117000
3665,貿聯-KY,3.31,405000
6223,旺矽,3.3,206000
8299,群聯,3.16,557000
3017,奇鋐,3.15,390000
3163,波若威,3.0,712000
3533,嘉澤,2.99,362000
3105,穩懋,2.81,1808000
2360,致茂,2.73,389000
2059,川湖,2.41,201000
7769,鴻勁,2.22,150000
8046,南電,2.06,904000
7751,竑騰,2.05,300000
6510,精測,2.02,161000
6669,緯穎,1.99,154000
2408,南亞科,1.88,2562000
4749,新應材,1.76,555000
3081,聯亞,1.57,195000
8358,金居,1.54,1326000
3653,健策,1.53,106000
5274,信驊,1.5,31000
6805,富世達,1.47,231000
6584,南俊國際,1.42,637000
3131,弘塑,1.34,120000
6531,愛普*,1.17,567000
4991,環宇-KY,1.13,538000
6271,同欣電,1.08,1695000
5347,世界,1.06,2400000
3529,力旺,1.04,89000
2368,金像電,0.97,239000
2308,台達電,0.88,142000
2486,一詮,0.82,1296000
3036,文曄,0.8,998000
6274,台燿,0.8,242000
3443,創意,0.73,68000
3661,世芯-KY,0.7,63000
8021,尖點,0.69,583920
3189,景碩,0.64,483013
3491,昇達科,0.45,75000
3711,日月光投控,0.39,249000
5289,宜鼎,0.37,94000
2337,旺宏,0.35,707000
3324,雙鴻,0.33,98000
3260,威剛,0.31,243000
6781,AES-KY,0.24,71000
2344,華邦電,0.22,698000
