code,name,prev_shares,curr_shares,delta,status
6584,南俊國際,1454000,2204000,750000,UP
5289,宜鼎,154000,153000,-1000,DOWN
6805,富世達,110000,109000,-1000,DOWN
7734,印能科技,57000,56000,-1000,DOWN
2360,致茂,202000,200000,-2000,DOWN
6515,穎崴,147000,145000,-2000,DOWN
2059,川湖,315000,312000,-3000,DOWN
3260,威剛,385000,382000,-3000,DOWN
3711,日月光投控,1632000,1629000,-3000,DOWN
6139,亞翔,253000,250000,-3000,DOWN
2308,台達電,348000,344000,-4000,DOWN
3081,聯亞,370000,366000,-4000,DOWN
3661,世芯-KY,284000,280000,-4000,DOWN
6223,旺矽,330000,326000,-4000,DOWN
6669,緯穎,390000,386000,-4000,DOWN
8299,群聯,479000,475000,-4000,DOWN
3017,奇鋐,639000,634000,-5000,DOWN
3189,景碩,475013,470013,-5000,DOWN
8021,尖點,506000,501000,-5000,DOWN
4991,環宇-KY,559000,553000,-6000,DOWN
2368,金像電,652000,645000,-7000,DOWN
2345,智邦,987000,977000,-10000,DOWN
2330,台積電,1722000,1706000,-16000,DOWN
3037,欣興,2828000,2797000,-31000,DOWN
3533,嘉澤,38000,4000,-34000,DOWN
3443,創意,351000,311000,-40000,DOWN
3491,昇達科,45000,1000,-44000,DOWN
2383,台光電,623000,563000,-60000,DOWN
3653,健策,193000,102000,-91000,DOWN
6274,台燿,621000,471000,-150000,DOWN
8046,南電,1018000,718000,-300000,DOWN
2327,國巨*,1566000,1566000,0,SAME
2337,旺宏,1434000,1434000,0,SAME
2454,聯發科,406000,406000,0,SAME
2455,全新,2753000,2753000,0,SAME
3105,穩懋,1949000,1949000,0,SAME
3583,辛耘,566000,566000,0,SAME
3665,貿聯-KY,652000,652000,0,SAME
5274,信驊,29000,29000,0,SAME
6442,光聖,74000,74000,0,SAME
6510,精測,262000,262000,0,SAME
6531,愛普*,265000,265000,0,SAME
7751,竑騰,375000,375000,0,SAME
7769,鴻勁,97000,97000,0,SAME
8996,高力,1630000,1630000,0,SAME
